Name,Category,Dosage Form,Strength,Indication
Claristatin,Antidepressant,Injection,89 mg,Depression
Ibuprocillin,Antiseptic,Inhaler,685 mg,Depression
Metophen,Antipyretic,Inhaler,124 mg,Fungus
Acetophen,Analgesic,Ointment,129 mg,Fungus
Ibuprovir,Antipyretic,Injection,104 mg,Pain
Dextromet,Antidiabetic,Injection,739 mg,Fungus
Dextrocillin,Antidepressant,Inhaler,914 mg,Diabetes
Amoxicillin,Antidiabetic,Inhaler,414 mg,Fever
Metonazole,Antifungal,Syrup,318 mg,Diabetes
Amoximycin,Antiseptic,Tablet,474 mg,Infection
Dolomet,Analgesic,Syrup,141 mg,Wound
Dolomet,Antipyretic,Capsule,696 mg,Infection
Cefstatin,Antiseptic,Drops,456 mg,Wound
Dolophen,Antibiotic,Capsule,587 mg,Infection
Amoxivir,Antipyretic,Ointment,211 mg,Wound
Amoxistatin,Analgesic,Drops,233 mg,Fungus
Amoxistatin,Antipyretic,Capsule,714 mg,Pain
Amoximet,Antifungal,Capsule,747 mg,Depression
Dolocillin,Antifungal,Syrup,342 mg,Fever
Dolocillin,Antidiabetic,Inhaler,570 mg,Pain
Ibuprophen,Antidepressant,Capsule,734 mg,Diabetes
Dolomet,Antidepressant,Tablet,652 mg,Pain
Amoximet,Antiviral,Syrup,168 mg,Wound
Dextroprofen,Antidepressant,Drops,640 mg,Wound
Dextromet,Antibiotic,Tablet,808 mg,Diabetes
Clariprofen,Antifungal,Capsule,556 mg,Wound
Acetocillin,Antiviral,Ointment,502 mg,Fever
Dextromet,Antiviral,Capsule,261 mg,Diabetes
Dextromycin,Antidiabetic,Capsule,563 mg,Diabetes
Clarinazole,Antibiotic,Drops,987 mg,Fever
Ibuprophen,Antidepressant,Syrup,873 mg,Depression
Ibuprophen,Analgesic,Injection,342 mg,Fungus
Cefphen,Antiviral,Injection,783 mg,Infection
Ibupronazole,Antiviral,Injection,71 mg,Wound
Ibuprophen,Antidepressant,Drops,807 mg,Fungus
Clarimet,Antiviral,Ointment,229 mg,Fungus
Cefmet,Antipyretic,Capsule,472 mg,Fever
Clarimet,Antiseptic,Cream,936 mg,Virus
Dextrovir,Antidepressant,Inhaler,181 mg,Wound
Acetophen,Antibiotic,Tablet,42 mg,Infection
Acetomet,Antidepressant,Drops,211 mg,Fever
Acetomycin,Antidiabetic,Drops,113 mg,Fungus
Metophen,Antidepressant,Tablet,556 mg,Virus
Dextrostatin,Antifungal,Ointment,655 mg,Diabetes
Amoximet,Antiseptic,Inhaler,683 mg,Diabetes
Cefcillin,Antifungal,Injection,904 mg,Virus
Cefmycin,Antiviral,Inhaler,867 mg,Wound
Dolophen,Antiviral,Injection,883 mg,Virus
Ibuprocillin,Antibiotic,Capsule,926 mg,Virus
Clarimet,Antibiotic,Capsule,400 mg,Fungus
Cefstatin,Antiviral,Syrup,800 mg,Wound
Cefphen,Antiviral,Tablet,416 mg,Fever
Dextrocillin,Analgesic,Ointment,678 mg,Wound
Ibupromycin,Antidepressant,Injection,745 mg,Pain
Metomet,Antifungal,Drops,703 mg,Depression
Metophen,Antiviral,Injection,923 mg,Wound
Amoximycin,Antiseptic,Syrup,937 mg,Depression
Acetomet,Antidepressant,Drops,485 mg,Infection
Amoxivir,Antidepressant,Cream,380 mg,Infection
Dolophen,Antiviral,Drops,185 mg,Wound
Acetovir,Antipyretic,Injection,266 mg,Depression
Amoxivir,Antiseptic,Cream,823 mg,Fungus
Amoxiphen,Antiviral,Inhaler,999 mg,Fungus
Cefcillin,Antiseptic,Capsule,900 mg,Diabetes
Dolonazole,Antidepressant,Syrup,828 mg,Infection
Cefmycin,Antiviral,Cream,703 mg,Pain
Acetostatin,Antiseptic,Capsule,546 mg,Fever
Dextromycin,Antiseptic,Syrup,459 mg,Depression
Amoximet,Antifungal,Ointment,766 mg,Pain
Amoximet,Antidepressant,Tablet,314 mg,Pain
Metomet,Antidiabetic,Ointment,328 mg,Fever
Clarivir,Antidepressant,Ointment,841 mg,Fever
Dextrocillin,Antifungal,Drops,815 mg,Wound
Dolonazole,Antiviral,Syrup,376 mg,Fever
Dolonazole,Analgesic,Inhaler,274 mg,Fever
Ibupromycin,Antidepressant,Tablet,38 mg,Infection
Acetoprofen,Antidiabetic,Injection,482 mg,Infection
Clarinazole,Antibiotic,Tablet,364 mg,Virus
Cefvir,Antiseptic,Cream,626 mg,Wound
Doloprofen,Antifungal,Inhaler,641 mg,Depression
Cefcillin,Antiseptic,Ointment,3 mg,Wound
Dolomet,Antifungal,Capsule,43 mg,Wound
Ibupromet,Antibiotic,Capsule,664 mg,Depression
Dolocillin,Analgesic,Inhaler,881 mg,Fungus
Cefmet,Antidiabetic,Syrup,60 mg,Diabetes
Clarimet,Antidiabetic,Capsule,238 mg,Infection
Acetoprofen,Antidepressant,Injection,116 mg,Wound
Claricillin,Antibiotic,Capsule,459 mg,Wound
Acetomet,Antiseptic,Capsule,624 mg,Virus
Amoxiprofen,Antifungal,Ointment,199 mg,Depression
Dolomycin,Antiviral,Cream,231 mg,Fever
Metovir,Antifungal,Ointment,440 mg,Wound
Dolomycin,Antidiabetic,Inhaler,776 mg,Fever
Doloprofen,Analgesic,Drops,944 mg,Fever
Cefstatin,Antipyretic,Injection,158 mg,Infection
Dolonazole,Antidiabetic,Capsule,911 mg,Fever
Dextromycin,Antipyretic,Inhaler,188 mg,Depression
Dextroprofen,Antiseptic,Syrup,390 mg,Wound
Amoxicillin,Antifungal,Ointment,21 mg,Wound
Amoxiprofen,Antidiabetic,Injection,530 mg,Pain
Metomet,Antifungal,Inhaler,820 mg,Infection
Acetovir,Antifungal,Inhaler,471 mg,Depression
Cefprofen,Analgesic,Drops,335 mg,Depression
Acetophen,Antifungal,Injection,825 mg,Wound
Dolostatin,Antidiabetic,Ointment,183 mg,Wound
Dolocillin,Antidepressant,Ointment,976 mg,Wound
Amoxinazole,Antidiabetic,Cream,538 mg,Wound
Ibupromet,Antifungal,Drops,347 mg,Pain
Dolophen,Antiviral,Inhaler,555 mg,Fever
Acetomycin,Antidiabetic,Inhaler,440 mg,Depression
Metocillin,Antibiotic,Ointment,663 mg,Fungus
Clarivir,Antipyretic,Ointment,188 mg,Virus
Amoxicillin,Antifungal,Syrup,170 mg,Virus
Clariphen,Antiseptic,Tablet,536 mg,Virus
Acetomycin,Antifungal,Syrup,806 mg,Wound
Doloprofen,Analgesic,Syrup,757 mg,Infection
Cefvir,Analgesic,Ointment,545 mg,Fever
Amoxiphen,Antipyretic,Drops,35 mg,Virus
Claricillin,Antiseptic,Tablet,507 mg,Wound
Claricillin,Antifungal,Drops,361 mg,Fungus
Acetoprofen,Antifungal,Cream,668 mg,Diabetes
Acetophen,Antipyretic,Inhaler,851 mg,Fever
Ibupromet,Antiviral,Tablet,281 mg,Wound
Ibuprostatin,Antibiotic,Drops,239 mg,Diabetes
Dolostatin,Antipyretic,Injection,4 mg,Pain
Amoximet,Antiseptic,Capsule,355 mg,Virus
Clarivir,Antidiabetic,Injection,562 mg,Depression
Amoxiphen,Analgesic,Inhaler,108 mg,Pain
Cefnazole,Antibiotic,Capsule,251 mg,Virus
Acetomet,Antiseptic,Cream,633 mg,Fungus
Dextrovir,Antibiotic,Drops,79 mg,Infection
Amoxivir,Antifungal,Tablet,294 mg,Depression
Dolocillin,Analgesic,Ointment,14 mg,Pain
Clariphen,Analgesic,Inhaler,331 mg,Fever
Amoxiprofen,Analgesic,Injection,952 mg,Fungus
Amoxistatin,Antidepressant,Tablet,653 mg,Depression
Amoxinazole,Antidiabetic,Capsule,496 mg,Depression
Ibupromycin,Antifungal,Drops,237 mg,Infection
Dextrocillin,Antiviral,Injection,716 mg,Depression
Clarivir,Antidiabetic,Syrup,56 mg,Depression
Amoxistatin,Antifungal,Ointment,592 mg,Fever
Amoxivir,Antiseptic,Tablet,533 mg,Wound
Cefcillin,Antiviral,Drops,836 mg,Pain
Acetovir,Antidepressant,Injection,854 mg,Virus
Metophen,Antiviral,Capsule,872 mg,Wound
Ibuprocillin,Antifungal,Ointment,745 mg,Infection
Amoximycin,Antibiotic,Tablet,547 mg,Wound
Acetomet,Antipyretic,Drops,981 mg,Virus
Acetomet,Antipyretic,Drops,186 mg,Infection
Metophen,Antiseptic,Inhaler,575 mg,Fever
Clarimet,Antidepressant,Cream,777 mg,Fungus
Dextrophen,Analgesic,Drops,752 mg,Pain
Cefphen,Antibiotic,Tablet,601 mg,Diabetes
Metovir,Antipyretic,Tablet,1 mg,Diabetes
Acetomycin,Analgesic,Injection,658 mg,Diabetes
Acetostatin,Analgesic,Injection,316 mg,Pain
Acetophen,Antiseptic,Syrup,767 mg,Fever
Dextromycin,Antiseptic,Capsule,182 mg,Fever
Amoximet,Antiviral,Syrup,397 mg,Virus
Amoxiprofen,Antibiotic,Capsule,777 mg,Infection
Metocillin,Antidiabetic,Cream,713 mg,Wound
Acetoprofen,Antiseptic,Cream,11 mg,Wound
Amoxivir,Antidiabetic,Syrup,8 mg,Infection
Cefmycin,Antidepressant,Injection,624 mg,Fungus
Dolomet,Antifungal,Capsule,849 mg,Depression
Amoxiprofen,Antipyretic,Tablet,218 mg,Depression
Dextroprofen,Analgesic,Syrup,617 mg,Fever
Metophen,Antidiabetic,Capsule,711 mg,Diabetes
Dolovir,Antidepressant,Syrup,621 mg,Depression
Cefcillin,Antibiotic,Injection,202 mg,Infection
Dolomycin,Antifungal,Ointment,280 mg,Infection
Clarimet,Antifungal,Injection,264 mg,Virus
Metonazole,Antibiotic,Injection,663 mg,Pain
Clarinazole,Antiseptic,Injection,451 mg,Wound
Amoximet,Antidiabetic,Tablet,323 mg,Fungus
Ibuprophen,Analgesic,Capsule,456 mg,Fungus
Dextroprofen,Analgesic,Inhaler,200 mg,Pain
Dextrophen,Antiseptic,Capsule,943 mg,Fungus
Amoximet,Antidiabetic,Ointment,111 mg,Pain
Ibuproprofen,Antiseptic,Cream,270 mg,Virus
Claricillin,Analgesic,Tablet,965 mg,Diabetes
Cefmet,Antiviral,Tablet,955 mg,Fever
Cefprofen,Antidiabetic,Tablet,222 mg,Diabetes
Dextromet,Antiseptic,Syrup,6 mg,Virus
Cefnazole,Antipyretic,Cream,800 mg,Virus
Metocillin,Analgesic,Injection,149 mg,Fungus
Cefprofen,Analgesic,Drops,694 mg,Depression
Claricillin,Antibiotic,Inhaler,359 mg,Wound
Dolocillin,Antifungal,Cream,838 mg,Virus
Metovir,Antiviral,Syrup,583 mg,Virus
Ibuproprofen,Antiviral,Ointment,445 mg,Fever
Cefprofen,Antipyretic,Inhaler,456 mg,Pain
Dolocillin,Analgesic,Inhaler,98 mg,Fungus
Clariprofen,Antidiabetic,Drops,584 mg,Infection
Dolophen,Antifungal,Injection,436 mg,Fever
Dextrocillin,Antiviral,Inhaler,776 mg,Pain
Acetophen,Antipyretic,Syrup,498 mg,Pain
Amoxiprofen,Analgesic,Inhaler,610 mg,Depression
Cefcillin,Antiviral,Inhaler,173 mg,Depression
Clarimet,Antifungal,Drops,988 mg,Diabetes
Cefnazole,Antifungal,Tablet,485 mg,Virus
Dolocillin,Antidepressant,Drops,611 mg,Pain
Acetovir,Antibiotic,Syrup,578 mg,Diabetes
Dolophen,Antiviral,Cream,571 mg,Virus
Metoprofen,Antifungal,Ointment,589 mg,Diabetes
Doloprofen,Antidiabetic,Syrup,907 mg,Virus
Cefstatin,Analgesic,Ointment,562 mg,Pain
Dolostatin,Antifungal,Cream,850 mg,Wound
Ibuprovir,Analgesic,Ointment,666 mg,Fungus
Acetonazole,Analgesic,Ointment,877 mg,Depression
Dextrocillin,Antiviral,Injection,270 mg,Fever
Metostatin,Antidepressant,Tablet,501 mg,Wound
Metomycin,Antipyretic,Ointment,251 mg,Virus
Metophen,Antidiabetic,Inhaler,923 mg,Virus
Amoximycin,Antipyretic,Ointment,29 mg,Infection
Dextronazole,Antibiotic,Drops,417 mg,Virus
Acetophen,Antiseptic,Syrup,482 mg,Pain
Dolocillin,Antidiabetic,Drops,82 mg,Infection
Metomycin,Antibiotic,Syrup,604 mg,Wound
Ibuprovir,Antidepressant,Ointment,299 mg,Diabetes
Cefstatin,Antidiabetic,Injection,661 mg,Depression
Cefcillin,Antiviral,Tablet,491 mg,Diabetes
Cefstatin,Antifungal,Ointment,822 mg,Infection
Acetoprofen,Analgesic,Syrup,541 mg,Diabetes
Amoxivir,Antifungal,Drops,31 mg,Virus
Cefphen,Antiseptic,Syrup,45 mg,Fungus
Dextrocillin,Analgesic,Inhaler,749 mg,Fever
Dextrocillin,Antiseptic,Inhaler,232 mg,Depression
Ibuproprofen,Antifungal,Syrup,298 mg,Fever
Metomycin,Antiviral,Inhaler,840 mg,Infection
Ibupromet,Antiviral,Injection,506 mg,Virus
Cefmet,Antifungal,Ointment,653 mg,Fungus
Cefmet,Antifungal,Cream,412 mg,Depression
Metovir,Antiviral,Ointment,262 mg,Fever
Dolonazole,Antidiabetic,Syrup,887 mg,Depression
Acetomet,Antiseptic,Inhaler,321 mg,Depression
Ibuproprofen,Antiviral,Inhaler,417 mg,Infection
Claristatin,Antiviral,Drops,303 mg,Virus
Ibuprovir,Antipyretic,Capsule,809 mg,Fever
Metophen,Antifungal,Injection,606 mg,Virus
Ibupromet,Analgesic,Cream,890 mg,Fungus
Ibuproprofen,Antiseptic,Injection,859 mg,Pain
Claristatin,Antiseptic,Inhaler,607 mg,Pain
Ibuprovir,Antidepressant,Drops,715 mg,Virus
Clariprofen,Antiseptic,Tablet,617 mg,Fungus
Acetomet,Antifungal,Cream,997 mg,Depression
Dextrostatin,Analgesic,Syrup,152 mg,Virus
Dolophen,Antibiotic,Capsule,466 mg,Infection
Ibuproprofen,Antiviral,Inhaler,101 mg,Wound
Dolovir,Antidiabetic,Capsule,258 mg,Diabetes
Acetoprofen,Antifungal,Syrup,254 mg,Fungus
Acetovir,Analgesic,Cream,87 mg,Fever
Dolonazole,Antipyretic,Drops,353 mg,Wound
Acetomet,Antidiabetic,Injection,696 mg,Depression
Dextrophen,Antifungal,Drops,611 mg,Diabetes
Ibuprophen,Antifungal,Inhaler,414 mg,Fever
Clariphen,Antifungal,Drops,349 mg,Pain
Acetomycin,Antibiotic,Inhaler,703 mg,Fever
Cefphen,Antiseptic,Injection,980 mg,Fungus
Cefmycin,Antiseptic,Syrup,317 mg,Fungus
Ibupromycin,Antidiabetic,Tablet,536 mg,Diabetes
Ibuprostatin,Antidiabetic,Injection,254 mg,Virus
Dextrovir,Analgesic,Drops,950 mg,Pain
Clariphen,Antidiabetic,Cream,411 mg,Diabetes
Ibupronazole,Antidepressant,Capsule,300 mg,Virus
Dolomet,Analgesic,Tablet,855 mg,Depression
Claristatin,Antibiotic,Capsule,540 mg,Virus
Metophen,Antiviral,Ointment,333 mg,Pain
Acetomycin,Antifungal,Cream,37 mg,Virus
Clarinazole,Antibiotic,Inhaler,511 mg,Fungus
Amoxivir,Antidepressant,Ointment,483 mg,Depression
Amoxiphen,Antiseptic,Injection,163 mg,Fever
Dextromet,Analgesic,Inhaler,270 mg,Depression
Ibuprophen,Antiviral,Syrup,688 mg,Wound
Dextrophen,Antifungal,Tablet,519 mg,Virus
Acetonazole,Antibiotic,Injection,574 mg,Depression
Clariphen,Antifungal,Capsule,487 mg,Virus
Acetomet,Antidiabetic,Drops,234 mg,Wound
Cefmet,Antipyretic,Inhaler,436 mg,Diabetes
Cefprofen,Antiseptic,Drops,711 mg,Infection
Acetovir,Antidepressant,Cream,865 mg,Diabetes
Dextrophen,Antibiotic,Inhaler,167 mg,Wound
Ibuprocillin,Antiseptic,Drops,199 mg,Diabetes
Amoxistatin,Antipyretic,Ointment,502 mg,Wound
Acetomycin,Antiviral,Cream,864 mg,Infection
Claristatin,Antidiabetic,Ointment,782 mg,Fungus
Claricillin,Antidiabetic,Inhaler,884 mg,Fungus
Metomycin,Antipyretic,Tablet,754 mg,Fungus
Clarinazole,Antidiabetic,Inhaler,531 mg,Diabetes
Cefcillin,Antiviral,Cream,10 mg,Fungus
Metoprofen,Antidiabetic,Inhaler,443 mg,Pain
Acetovir,Antifungal,Syrup,220 mg,Virus
Amoxiprofen,Antidiabetic,Injection,285 mg,Depression
Ibuprostatin,Antifungal,Syrup,180 mg,Fever
Clarinazole,Antiseptic,Cream,478 mg,Infection
Cefvir,Antiviral,Inhaler,12 mg,Depression
Doloprofen,Antipyretic,Inhaler,494 mg,Diabetes
Dextrophen,Antifungal,Capsule,125 mg,Virus
Dolovir,Antipyretic,Tablet,566 mg,Fever
Dolostatin,Antidepressant,Drops,174 mg,Fever
Cefstatin,Antidepressant,Inhaler,811 mg,Fungus
Cefcillin,Antidiabetic,Ointment,677 mg,Virus
Doloprofen,Antipyretic,Inhaler,819 mg,Wound
Ibupronazole,Antipyretic,Cream,524 mg,Fungus
Ibuprocillin,Antiseptic,Cream,179 mg,Diabetes
Ibuprocillin,Antiviral,Drops,22 mg,Depression
Metomycin,Antibiotic,Syrup,968 mg,Depression
Cefmet,Antidiabetic,Tablet,683 mg,Depression
Cefnazole,Antipyretic,Cream,275 mg,Infection
Amoxicillin,Antidepressant,Drops,268 mg,Fever
Metoprofen,Antidepressant,Tablet,946 mg,Pain
Acetovir,Analgesic,Cream,398 mg,Pain
Ibuprostatin,Antipyretic,Tablet,623 mg,Pain
Ibupromycin,Antiviral,Syrup,693 mg,Virus
Claristatin,Antipyretic,Ointment,409 mg,Pain
Clariprofen,Antiviral,Cream,440 mg,Infection
Dextrophen,Analgesic,Drops,192 mg,Fungus
Ibuprostatin,Antibiotic,Syrup,481 mg,Depression
Dolophen,Antidepressant,Cream,796 mg,Virus
Cefphen,Analgesic,Ointment,59 mg,Virus
Claricillin,Antibiotic,Ointment,46 mg,Fever
Dolocillin,Antiviral,Inhaler,545 mg,Virus
Amoxistatin,Antiviral,Syrup,735 mg,Fever
Acetomycin,Analgesic,Inhaler,700 mg,Infection
Cefcillin,Antiseptic,Drops,95 mg,Fungus
Dolocillin,Antifungal,Drops,913 mg,Fungus
Claristatin,Antiviral,Capsule,586 mg,Pain
Ibuprocillin,Analgesic,Cream,790 mg,Fungus
Metocillin,Antipyretic,Inhaler,111 mg,Diabetes
Acetomycin,Antifungal,Tablet,143 mg,Wound
Metophen,Antipyretic,Capsule,545 mg,Fungus
Metonazole,Antiviral,Capsule,369 mg,Fungus
Clarimycin,Antifungal,Capsule,805 mg,Wound
Acetophen,Antibiotic,Syrup,638 mg,Pain
Cefphen,Antidepressant,Syrup,272 mg,Infection
Clarivir,Antifungal,Capsule,487 mg,Infection
Amoxivir,Antipyretic,Ointment,886 mg,Fungus
Metocillin,Antiviral,Capsule,636 mg,Depression
Dextromycin,Antiseptic,Capsule,823 mg,Depression
Amoxiphen,Antipyretic,Tablet,286 mg,Wound
Clarivir,Antipyretic,Cream,528 mg,Infection
Metophen,Antifungal,Syrup,427 mg,Fever
Dextrocillin,Antidepressant,Cream,127 mg,Wound
Dolophen,Antipyretic,Cream,201 mg,Fever
Acetomycin,Antibiotic,Capsule,16 mg,Infection
Cefcillin,Analgesic,Drops,709 mg,Pain
Acetostatin,Antifungal,Capsule,147 mg,Fever
Ibuprovir,Antiviral,Drops,336 mg,Depression
Metocillin,Analgesic,Injection,183 mg,Fungus
Cefmet,Antiseptic,Capsule,219 mg,Fungus
Acetovir,Antiseptic,Syrup,826 mg,Virus
Dolovir,Antibiotic,Ointment,827 mg,Fever
Ibuprovir,Antidepressant,Syrup,635 mg,Fungus
Metomet,Antidepressant,Inhaler,102 mg,Depression
Dolocillin,Antifungal,Cream,118 mg,Fever
Amoxicillin,Antidepressant,Injection,456 mg,Infection
Acetomet,Antiviral,Injection,644 mg,Fungus
Amoxicillin,Analgesic,Injection,968 mg,Wound
Clarimet,Antidepressant,Syrup,941 mg,Fever
Ibuprostatin,Antifungal,Drops,148 mg,Wound
Metocillin,Analgesic,Inhaler,594 mg,Diabetes
Metocillin,Antidiabetic,Syrup,452 mg,Depression
Cefmycin,Antiseptic,Syrup,408 mg,Pain
Cefnazole,Antiseptic,Injection,673 mg,Diabetes
Dolomycin,Antibiotic,Inhaler,101 mg,Wound
Dextrovir,Antipyretic,Cream,747 mg,Depression
Metovir,Antiseptic,Syrup,681 mg,Wound
Ibuprocillin,Antiviral,Tablet,700 mg,Pain
Clariphen,Analgesic,Injection,347 mg,Infection
Metostatin,Antidiabetic,Inhaler,983 mg,Fungus
Dolostatin,Antidepressant,Drops,3 mg,Pain
Clariprofen,Antibiotic,Ointment,86 mg,Wound
Cefmet,Antipyretic,Inhaler,571 mg,Pain
Acetophen,Antidepressant,Ointment,529 mg,Virus
Dolovir,Antiviral,Injection,383 mg,Diabetes
Ibuprostatin,Antiviral,Inhaler,412 mg,Diabetes
Acetomycin,Analgesic,Drops,760 mg,Wound
Amoxiphen,Antidepressant,Inhaler,894 mg,Infection
Cefphen,Antiseptic,Drops,951 mg,Depression
Acetomet,Antiviral,Cream,802 mg,Wound
Clariphen,Antiseptic,Injection,577 mg,Infection
Amoxistatin,Analgesic,Syrup,202 mg,Fungus
Ibuprovir,Analgesic,Tablet,512 mg,Fungus
Acetostatin,Antidepressant,Syrup,60 mg,Virus
Acetonazole,Antiseptic,Injection,464 mg,Infection
Clarivir,Antipyretic,Cream,645 mg,Diabetes
Dextrophen,Antifungal,Syrup,604 mg,Infection
Metostatin,Antibiotic,Syrup,502 mg,Diabetes
Ibupromet,Antiseptic,Injection,570 mg,Depression
Ibupromycin,Antiseptic,Inhaler,277 mg,Wound
Dolomycin,Antibiotic,Cream,820 mg,Virus
Clarimet,Antibiotic,Injection,618 mg,Depression
Acetocillin,Antifungal,Inhaler,209 mg,Diabetes
Cefcillin,Antiviral,Ointment,55 mg,Pain
Amoxicillin,Antidepressant,Inhaler,374 mg,Pain
Dextronazole,Antidiabetic,Drops,529 mg,Diabetes
Dolonazole,Antiviral,Capsule,395 mg,Depression
Dolomet,Antipyretic,Inhaler,526 mg,Fever
Cefvir,Antifungal,Ointment,50 mg,Wound
Dolocillin,Analgesic,Injection,422 mg,Infection
Clarivir,Antipyretic,Syrup,144 mg,Fever
Dolonazole,Antiseptic,Tablet,788 mg,Depression
Amoxiprofen,Antifungal,Capsule,749 mg,Depression
Metostatin,Antipyretic,Ointment,758 mg,Diabetes
Dextrophen,Antidepressant,Capsule,326 mg,Depression
Metostatin,Antiseptic,Injection,589 mg,Diabetes
Clariphen,Analgesic,Injection,46 mg,Infection
Amoxiphen,Antiseptic,Syrup,903 mg,Fungus
Dextromycin,Analgesic,Capsule,360 mg,Infection
Dolostatin,Analgesic,Cream,407 mg,Pain
Cefmet,Antipyretic,Tablet,713 mg,Virus
Ibuprocillin,Analgesic,Tablet,670 mg,Depression
Clarinazole,Antipyretic,Injection,623 mg,Pain
Clarinazole,Antidepressant,Capsule,163 mg,Pain
Dolonazole,Antidepressant,Injection,578 mg,Infection
Dolocillin,Analgesic,Drops,951 mg,Fungus
Dextromycin,Antipyretic,Injection,443 mg,Diabetes
Cefnazole,Antipyretic,Capsule,83 mg,Depression
Dolovir,Antiviral,Syrup,827 mg,Depression
Dextromet,Analgesic,Injection,800 mg,Depression
Amoximycin,Analgesic,Capsule,573 mg,Virus
Dolocillin,Antipyretic,Tablet,933 mg,Pain
Dolophen,Antibiotic,Syrup,663 mg,Virus
Dextrostatin,Antifungal,Injection,292 mg,Infection
Dextrophen,Analgesic,Syrup,963 mg,Wound
Dolomycin,Antiseptic,Tablet,557 mg,Depression
Dextrophen,Antifungal,Inhaler,240 mg,Diabetes
Acetomet,Antidiabetic,Syrup,845 mg,Depression
Cefnazole,Antibiotic,Drops,589 mg,Fever
Dextrocillin,Antidepressant,Cream,623 mg,Depression
Dextromet,Antiviral,Drops,302 mg,Depression
Amoxistatin,Antiseptic,Tablet,723 mg,Pain
Dolocillin,Antiviral,Inhaler,83 mg,Fungus
Cefstatin,Antidiabetic,Ointment,478 mg,Fungus
Dextromet,Antibiotic,Cream,578 mg,Pain
Ibupromet,Antibiotic,Drops,817 mg,Fungus
Dextrostatin,Antidepressant,Drops,267 mg,Fungus
Dolostatin,Antibiotic,Tablet,312 mg,Depression
Doloprofen,Antifungal,Capsule,663 mg,Fungus
Metomycin,Antipyretic,Drops,927 mg,Fungus
Clarimet,Antidepressant,Inhaler,927 mg,Virus
Cefmet,Antifungal,Cream,555 mg,Depression
Acetomet,Antidepressant,Cream,171 mg,Wound
Ibuprocillin,Antifungal,Capsule,313 mg,Infection
Metostatin,Antidepressant,Tablet,277 mg,Virus
Cefprofen,Antiviral,Capsule,668 mg,Virus
Ibuprovir,Antidepressant,Inhaler,262 mg,Pain
Metocillin,Antipyretic,Cream,758 mg,Pain
Ibuprostatin,Analgesic,Cream,440 mg,Diabetes
Clariprofen,Analgesic,Injection,834 mg,Fungus
Ibupromet,Antiseptic,Cream,611 mg,Virus
Cefvir,Antidepressant,Drops,132 mg,Diabetes
Cefmycin,Antiseptic,Drops,816 mg,Virus
Metoprofen,Antipyretic,Cream,68 mg,Wound
Ibuprovir,Antibiotic,Inhaler,311 mg,Pain
Amoxiphen,Antidiabetic,Tablet,740 mg,Fungus
Dolomet,Antidiabetic,Injection,979 mg,Fungus
Ibuprophen,Antipyretic,Tablet,637 mg,Fever
Cefmycin,Antifungal,Drops,259 mg,Pain
Dolonazole,Antiseptic,Ointment,29 mg,Virus
Dextrocillin,Antidiabetic,Syrup,533 mg,Infection
Acetovir,Antibiotic,Cream,485 mg,Wound
Dextronazole,Antiseptic,Syrup,556 mg,Wound
Acetoprofen,Antidepressant,Injection,226 mg,Infection
Amoxiprofen,Antidiabetic,Drops,781 mg,Fungus
Claricillin,Antiseptic,Cream,190 mg,Fungus
Acetomet,Antibiotic,Capsule,35 mg,Depression
Acetovir,Antiviral,Inhaler,615 mg,Infection
Claricillin,Antibiotic,Syrup,228 mg,Fever
Dextroprofen,Antiseptic,Cream,462 mg,Virus
Metostatin,Antibiotic,Ointment,421 mg,Pain
Clariprofen,Antidepressant,Cream,598 mg,Fungus
Clariphen,Antipyretic,Capsule,526 mg,Pain
Clariprofen,Analgesic,Capsule,405 mg,Depression
Cefmet,Analgesic,Drops,692 mg,Wound
Acetocillin,Antiviral,Injection,877 mg,Fever
Acetonazole,Antibiotic,Cream,649 mg,Fever
Amoxinazole,Antidiabetic,Ointment,375 mg,Fever
Ibuproprofen,Antidiabetic,Capsule,120 mg,Fever
Dextrophen,Antidiabetic,Syrup,515 mg,Diabetes
Metonazole,Antifungal,Syrup,819 mg,Infection
Cefnazole,Antifungal,Tablet,288 mg,Diabetes
Cefmycin,Antidepressant,Syrup,611 mg,Fungus
Dolomet,Antipyretic,Inhaler,986 mg,Depression
Dolocillin,Antidepressant,Cream,802 mg,Pain
Clarivir,Antifungal,Inhaler,278 mg,Fever
Dextrocillin,Analgesic,Injection,930 mg,Virus
Metomet,Antifungal,Syrup,443 mg,Wound
Acetonazole,Antifungal,Injection,129 mg,Diabetes
Amoximycin,Antipyretic,Cream,348 mg,Virus
Acetomet,Antibiotic,Inhaler,917 mg,Virus
Dextronazole,Analgesic,Syrup,388 mg,Infection
Acetomycin,Antidiabetic,Drops,59 mg,Depression
Amoxistatin,Antifungal,Ointment,524 mg,Wound
Metophen,Antiviral,Cream,975 mg,Virus
Cefmet,Antifungal,Inhaler,857 mg,Virus
Clariphen,Analgesic,Inhaler,210 mg,Virus
Dolomet,Analgesic,Drops,770 mg,Depression
Dolostatin,Analgesic,Drops,997 mg,Fever
Clarimycin,Antidiabetic,Ointment,99 mg,Infection
Cefvir,Antiseptic,Inhaler,564 mg,Fever
Doloprofen,Antipyretic,Injection,916 mg,Infection
Metostatin,Antidiabetic,Inhaler,868 mg,Wound
Cefstatin,Antiviral,Inhaler,989 mg,Diabetes
Clarimycin,Antidepressant,Cream,85 mg,Depression
